S_ID,Session,Run,block,trial,StimType,OrderCond,Name,NameNum,NameFreqOrder,NameFreq,RespOrder,NameFoil1,NameFoil2,NameDistractor1,NameDistractor2,DistractorNameFreq1,DistractorNameFreq2,Accuracy,Foil,Distractor,RT,RTonset,rpress,lpress,Confidence
1,1,1,7,8,1,3,CHELSEA,25,34,1735,6,MADISON,ALICIA,AMBER,ELLIE,1422,1900,1,NaN,NaN,3.90276974916924,1.09950372378808,3,0,4
1,1,1,7,9,1,2,ROWAN,98,188,172,15,CHARLIE,MARTIN,JESSE,GAVIN,161,176,0,1,0,7.14677014818881,3.01596538629383,1,0,2
1,1,1,7,10,1,2,GLENN,134,278,100,1,ELLIS,JULIAN,DAMIEN,USMAN,90,106,0,1,0,4.31292295258027,1.0832988822367,3,0,2
1,1,1,7,11,1,1,JULIAN,133,274,102,13,ROWAN,ASHLEY,JASPER,STANLEY,94,108,0,1,0,3.53322208835743,1.03459963202477,1,0,1
1,1,1,7,12,1,1,ELLIS,61,107,443,9,MARTIN,GLENN,STUART,ISAAC,405,480,0,0,1,5.07046684459783,2.30596432858147,3,0,2
1,1,1,7,13,1,1,FRANCIS,97,188,172,7,ASHLEY,ROWAN,ARCHIE,CALEB,169,177,1,NaN,NaN,4.91900313307997,1.49450004019309,0,1,1
1,1,1,7,14,1,4,TANYA,134,235,169,11,ALICIA,MADISON,SAFFRON,ALANA,166,170,1,NaN,NaN,5.11994214612059,0.743993789190426,2,0,2
1,1,1,7,15,1,1,CHARLIE,25,38,1912,8,JULIAN,ELLIS,REECE,AARON,1811,2511,0,1,0,5.21635909040924,1.74317777855322,0,1,1
1,1,1,7,16,1,4,INDIA,98,180,245,2,CHELSEA,KELSEY,ELISHA,ELISE,240,253,1,NaN,NaN,2.11309138231445,0.427172553259879,0,1,4
1,1,1,8,1,0,2,ALFIE,66,119,372,3,MAXWELL,FREDDIE,DARREN,HARVEY,343,401,0,1,0,3.76972876966465,1.30620799015742,2,0,4
1,1,1,8,2,0,4,JODIE,30,43,1354,8,NADINE,NATALIE,ABBIE,GRACE,1297,1421,0,1,0,4.10877728206106,0.0360456773778424,0,0,1
1,1,1,8,3,0,3,NATALIE,29,42,1393,5,ANNIE,SIMRAN,LOUISE,AMBER,1309,1422,1,NaN,NaN,3.89313325250987,1.22300735372119,3,0,3
1,1,1,8,4,0,4,CARLY,102,187,235,12,BROGAN,JODIE,ANTONIA,ELISHA,234,240,0,1,0,4.68523711781017,1.57568318361882,0,1,2
1,1,1,8,5,0,1,CHARLES,29,44,1738,10,GARETH,ROBIN,SCOTT,REECE,1632,1811,1,NaN,NaN,5.07736117311288,2.37386807065923,2,1,2
1,1,1,8,6,0,4,NIAMH,66,120,381,16,CARLY,BROGAN,JOANNA,FREYA,374,394,0,1,0,5.02819382841699,1.59306997864041,2,1,2
1,1,1,8,7,0,2,EDWARD,30,45,1658,13,FRANK,CHARLES,DOMINIC,CAMERON,1519,1791,0,1,0,4.35354051261675,2.94008541072253,3,1,2
1,1,1,8,8,0,1,GARETH,65,117,373,6,ROBIN,FRANK,TAYLOR,STUART,354,405,0,1,0,4.8720341498265,2.59756795188878,1,0,1
1,1,1,8,9,0,2,MAXWELL,102,200,160,9,FREDDIE,EDWARD,JARED,JESSE,158,161,1,NaN,NaN,2.97765494894702,0.0398135674186051,0,0,4
1,1,1,8,10,0,3,ANNIE,65,119,389,2,SIMRAN,NADINE,ANNABEL,TAMARA,380,397,1,NaN,NaN,7.38228956481908,1.82186992629431,3,0,2
1,1,1,8,11,0,1,ROBIN,101,198,161,1,CHARLES,ALFIE,REUBEN,ARCHIE,160,169,1,NaN,NaN,4.21368632500526,0.0338494189782068,0,0,4
1,1,1,8,12,0,2,FRANK,138,292,86,11,EDWARD,MAXWELL,JIMMY,DAMIEN,80,90,1,NaN,NaN,3.31613381614443,1.17454876052216,2,0,3
1,1,1,8,13,0,3,BROGAN,137,241,165,15,NIAMH,ANNIE,SHONA,MELANIE,165,166,1,NaN,NaN,4.16899171611294,2.12216063751839,0,1,2
1,1,1,8,14,0,3,SIMRAN,101,184,240,4,NATALIE,NIAMH,SADIE,BILLIE,235,242,1,NaN,NaN,5.01409871678334,3.07472325942945,2,0,3
1,1,1,8,15,0,4,NADINE,138,241,165,14,JODIE,CARLY,MIRIAM,SAFFRON,161,166,1,NaN,NaN,4.01976302044932,3.01724468416069,3,1,2
1,1,1,8,16,0,1,FREDDIE,137,290,89,7,ALFIE,GARETH,WAYNE,JASPER,84,94,0,1,0,3.95540904486552,0.464268588926643,0,1,2
1,1,1,9,1,0,3,MELISSA,33,46,1282,15,CARLA,SIMONE,KIRSTY,LOUISE,1202,1309,0,1,0,3.67679369112011,0.0422823301050812,0,0,2
1,1,1,9,2,0,4,CARLA,106,192,230,12,MELISSA,BRYONY,KIERA,ANTONIA,221,234,0,1,0,4.17490178428125,0.905752875027247,3,0,4
1,1,1,9,3,0,3,ALISHA,69,128,363,7,SELINA,ESTHER,ELOISE,ANNABEL,351,380,0,1,0,3.19017494353466,0.617883191560395,0,1,3
1,1,1,9,4,0,1,HAYDEN,69,124,340,11,JONAH,ADRIAN,MASON,TAYLOR,320,354,0,1,0,4.13363556168042,2.44028731028084,2,3,2
1,1,1,9,5,0,1,BRANDON,33,53,1337,2,BLAKE,RAYMOND,HENRY,SCOTT,1135,1632,1,NaN,NaN,3.16700907459017,0.0427798682358116,0,0,2
1,1,1,9,6,0,4,BRYONY,70,129,362,14,GEMMA,ALISHA,TIFFANY,JOANNA,346,374,1,NaN,NaN,5.58703582640737,0.992287257337011,3,0,3
1,1,1,9,7,0,4,GEMMA,34,50,1261,3,ALISHA,CARLA,JASMINE,ABBIE,1145,1297,1,NaN,NaN,3.51514607074205,0.0463269306346774,0,0,4
1,1,1,9,8,0,3,ESTHER,105,191,231,9,SIMONE,GEMMA,KIRSTEN,SADIE,225,235,0,1,0,3.91219082626048,0.0381701292935759,0,0,2
1,1,1,9,9,0,4,SIMONE,142,248,158,10,ESTHER,SELINA,NANCY,MIRIAM,156,161,0,1,0,5.33896408719011,0.946293821441941,3,0,2
1,1,1,9,10,0,1,JONAH,141,312,78,8,GREGORY,BRANDON,ANTON,WAYNE,76,84,0,1,0,5.28419763559941,0.871299860416912,3,0,2
1,1,1,9,11,0,2,DYLAN,34,57,1186,1,HAYDEN,BLAKE,PETER,DOMINIC,1128,1519,1,NaN,NaN,6.75560361356474,3.43521518527996,3,0,1
1,1,1,9,12,0,3,SELINA,141,248,158,13,BRYONY,MELISSA,PARIS,SHONA,157,165,1,NaN,NaN,5.61042072018608,0.941149289021268,1,1,2
1,1,1,9,13,0,2,RAYMOND,142,312,78,5,ADRIAN,JONAH,COLIN,JIMMY,76,80,0,1,0,3.22723192127887,0.440438434481621,1,0,3
1,1,1,9,14,0,1,ADRIAN,105,204,155,16,RAYMOND,DYLAN,FELIX,REUBEN,149,160,0,0,1,5.29801092902198,3.63140385085717,3,1,1
1,1,1,9,15,0,2,GREGORY,70,125,339,4,DYLAN,HAYDEN,GRANT,DARREN,307,343,0,0,1,6.45311544206925,1.54843666066881,3,0,1
1,1,1,9,16,0,2,BLAKE,106,207,154,6,BRANDON,GREGORY,CALVIN,JARED,147,158,1,NaN,NaN,4.65489450155292,1.14750984567218,0,1,2
2,1,1,1,1,2,3,MAISIE,73,135,335,10,SOPHIE,CASEY,SASHA,ELOISE,333,351,1,NaN,NaN,4.0498748945538,1.5868828992825,1,0,4
2,1,1,1,2,2,1,DANIEL,1,2,10338,7,DOUGLAS,ROBBIE,JAMES,SAMUEL,9385,6161,0,1,0,8.31213668594137,1.89006600179709,3,0,2
2,1,1,1,3,2,2,LOUIS,38,61,1100,9,THOMAS,ALFRED,ANTHONY,PETER,1045,1128,1,NaN,NaN,2.70354958600365,0.451535397907719,1,0,3
2,1,1,1,4,2,3,SOPHIE,1,1,7087,6,CASEY,KERRY,JESSICA,REBECCA,6711,5828,1,NaN,NaN,4.17495526350103,0.953412883449346,2,0,1
2,1,1,1,5,2,3,HAYLEY,37,57,1088,15,CARYS,HARRIET,LYDIA,KIRSTY,1009,1202,0,0,1,4.6109729395248,1.52525546913967,2,0,3
2,1,1,1,6,2,2,THOMAS,2,3,9603,3,OSCAR,STEPHEN,JOSHUA,JORDAN,7887,5750,1,NaN,NaN,4.62931455112994,0.0361093720421195,0,0,3
2,1,1,1,7,2,4,CHLOE,2,2,6824,11,MAISIE,HAYLEY,EMILY,MEGAN,6415,4948,0,0,1,4.64754289458506,0.456987586803734,0,1,2
2,1,1,1,8,2,2,ROBBIE,74,130,302,4,LOUIS,OSCAR,TOBIAS,GRANT,296,307,0,1,0,4.98751768120565,0.663750139763579,1,0,3
2,1,1,1,9,2,3,CARYS,109,199,217,2,HAYLEY,SOPHIE,ELENA,KIRSTEN,213,225,1,NaN,NaN,3.44254395808093,0.56452432833612,1,0,4
2,1,1,1,10,2,1,OSCAR,73,128,307,16,DANIEL,DOUGLAS,LLOYD,MASON,299,320,0,1,0,5.88775827828795,2.15774152521044,2,0,3
2,1,1,1,11,2,4,CASEY,110,201,215,1,KERRY,CHLOE,VANESSA,KIERA,213,221,1,NaN,NaN,4.15157097065821,0.0435472067911178,0,0,4
2,1,1,1,12,2,4,HARRIET,38,60,1046,8,CHLOE,CARYS,AMELIA,JASMINE,929,1145,0,0,1,8.33188708778471,1.64180197729729,2,0,2
2,1,1,1,13,2,2,DOUGLAS,110,218,142,13,ROBBIE,THOMAS,JAMAL,CALVIN,139,147,0,1,0,3.41723230597563,0.0434495615772903,0,0,1
2,1,1,1,14,2,1,STEPHEN,37,60,1122,12,ALFRED,LOUIS,RICHARD,HENRY,1089,1135,0,1,0,3.60116999573074,1.30009632301517,1,0,3
